TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
ControllerCasa,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,303,0.3,3,30,102,324606,1684266911964,0.3377777777777778,111111111100000001111000011110000000111111111111111111111100001111100000000000000000000111110000000000000000000011111110000000000000000001111100000000111110000000000000000000000000000000000111110000000000000000000000000001111,0.46405228758169936,111111111100000001111110000000000001111110000000000001111110000000000111111001111110000000000000000000000110101000000000011111111111111111111111000001111,1.0,111111,0,0,6,3,0.72,1111111111111111111111111111111111111111110000000000000000000000000000000000000000000111111111111101111111111111111111111111111111111101111111111111111101111111111111111111111111111111111111111111111111111111111110000000000001000000000000111111111111,0.5714285714285714,0010111,1.0,1111,1.0,1111,0.46405228758169936,111111111000100001111110000000000001111110000000000001111110000000000111111001111110000000000000000000000111010000000000011111111111111111111110001001111
