TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
SmartSpeaker,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,90,0.3,3,39,98,100571,1684268361939,1.0,11111111111111111111111111111111111111111111111111111,1.0,1111111111111111111111111111111111111111111,1.0,1111,0,0,4,1,0.98125,1111111111111111111111111111111111111111111111111111111111111111111101110111111111111111111111111111011111111111111111111111111111111111111111111111111111111111,0.8846153846153846,11111111011111111111111010,1.0,1111111111111111,1.0,1111111111111111,1.0,1111111111111111111111111111111111111111111
